iter	Passed	Remaining
1753	3248	455
1754	3249	453
1755	3251	451
1756	3253	450
1757	3256	448
1758	3258	446
1759	3259	444
1760	3261	442
1761	3262	440
1762	3265	439
1763	3267	437
1764	3269	435
1765	3270	433
1766	3272	431
1767	3273	429
1768	3275	427
1769	3277	425
1770	3279	424
1771	3281	422
1772	3282	420
1773	3284	418
1774	3287	416
1775	3289	414
1776	3291	412
1777	3292	411
1778	3294	409
1779	3295	407
1780	3297	405
1781	3300	403
1782	3302	401
1783	3304	400
1784	3305	398
1785	3307	396
1786	3309	394
1787	3310	392
1788	3312	390
1789	3314	388
1790	3316	386
1791	3317	385
1792	3319	383
1793	3320	381
1794	3323	379
1795	3325	377
1796	3326	375
1797	3328	373
1798	3330	372
1799	3332	370
1800	3334	368
1801	3336	366
1802	3337	364
1803	3339	362
1804	3341	360
1805	3342	359
1806	3344	357
1807	3346	355
1808	3348	353
1809	3350	351
1810	3351	349
1811	3353	347
1812	3356	346
1813	3358	344
1814	3360	342
1815	3361	340
1816	3363	338
1817	3365	336
1818	3367	335
1819	3368	333
1820	3370	331
1821	3372	329
1822	3373	327
1823	3375	325
1824	3377	323
1825	3379	322
1826	3381	320
1827	3383	318
1828	3384	316
1829	3386	314
1830	3388	312
1831	3390	310
1832	3392	309
1833	3393	307
1834	3395	305
1835	3396	303
1836	3398	301
1837	3401	299
1838	3402	297
1839	3404	296
1840	3405	294
1841	3407	292
1842	3408	290
1843	3411	288
1844	3413	286
1845	3414	284
1846	3416	282
1847	3417	281
1848	3419	279
1849	3421	277
1850	3424	275
1851	3425	273
1852	3427	271
1853	3429	270
1854	3430	268
1855	3432	266
1856	3435	264
1857	3437	262
1858	3438	260
1859	3440	258
1860	3441	257
1861	3443	255
1862	3445	253
1863	3447	251
1864	3449	249
1865	3450	247
1866	3452	245
1867	3454	244
1868	3456	242
1869	3458	240
1870	3460	238
1871	3461	236
1872	3463	234
1873	3465	232
1874	3466	231
1875	3469	229
1876	3470	227
1877	3472	225
1878	3473	223
1879	3475	221
1880	3476	219
1881	3478	218
1882	3480	216
1883	3482	214
1884	3484	212
1885	3485	210
1886	3486	208
1887	3489	207
1888	3491	205
1889	3492	203
1890	3494	201
1891	3495	199
1892	3497	197
1893	3498	195
1894	3500	193
1895	3502	192
1896	3504	190
1897	3505	188
1898	3507	186
1899	3509	184
1900	3510	182
1901	3513	181
1902	3514	179
1903	3516	177
1904	3517	175
1905	3519	173
1906	3521	171
1907	3523	169
1908	3525	168
1909	3526	166
1910	3528	164
1911	3529	162
1912	3531	160
1913	3533	158
1914	3535	156
1915	3536	155
1916	3538	153
1917	3539	151
1918	3541	149
1919	3542	147
1920	3545	145
1921	3547	143
1922	3549	142
1923	3550	140
1924	3552	138
1925	3553	136
1926	3555	134
1927	3557	132
1928	3559	131
1929	3560	129
1930	3562	127
1931	3563	125
1932	3565	123
1933	3567	121
1934	3570	119
1935	3572	118
1936	3573	116
1937	3575	114
1938	3577	112
1939	3579	110
1940	3580	108
1941	3582	106
1942	3584	105
1943	3585	103
1944	3587	101
1945	3588	99
1946	3591	97
1947	3593	95
1948	3594	94
1949	3596	92
1950	3598	90
1951	3599	88
1952	3602	86
1953	3603	84
1954	3605	82
1955	3606	81
1956	3608	79
1957	3609	77
1958	3611	75
1959	3613	73
1960	3615	71
1961	3616	70
1962	3618	68
1963	3619	66
1964	3621	64
1965	3623	62
1966	3625	60
1967	3627	58
1968	3628	57
1969	3630	55
1970	3631	53
1971	3633	51
1972	3635	49
1973	3637	47
1974	3639	46
1975	3640	44
1976	3642	42
1977	3643	40
1978	3647	38
1979	3648	36
1980	3650	35
1981	3652	33
1982	3654	31
1983	3655	29
1984	3657	27
1985	3659	25
1986	3661	23
1987	3663	22
1988	3664	20
1989	3666	18
1990	3668	16
1991	3670	14
1992	3672	12
1993	3673	11
1994	3675	9
1995	3676	7
1996	3678	5
1997	3681	3
1998	3682	1
1999	3684	0
